frame,x_0,y_0,z_0,visibility_0,x_1,y_1,z_1,visibility_1,x_2,y_2,z_2,visibility_2,x_3,y_3,z_3,visibility_3,x_4,y_4,z_4,visibility_4,x_5,y_5,z_5,visibility_5,x_6,y_6,z_6,visibility_6,x_7,y_7,z_7,visibility_7,x_8,y_8,z_8,visibility_8,x_9,y_9,z_9,visibility_9,x_10,y_10,z_10,visibility_10,x_11,y_11,z_11,visibility_11,x_12,y_12,z_12,visibility_12,x_13,y_13,z_13,visibility_13,x_14,y_14,z_14,visibility_14,x_15,y_15,z_15,visibility_15,x_16,y_16,z_16,visibility_16,x_17,y_17,z_17,visibility_17,x_18,y_18,z_18,visibility_18,x_19,y_19,z_19,visibility_19,x_20,y_20,z_20,visibility_20,x_21,y_21,z_21,visibility_21,x_22,y_22,z_22,visibility_22,x_23,y_23,z_23,visibility_23,x_24,y_24,z_24,visibility_24,x_25,y_25,z_25,visibility_25,x_26,y_26,z_26,visibility_26,x_27,y_27,z_27,visibility_27,x_28,y_28,z_28,visibility_28,x_29,y_29,z_29,visibility_29,x_30,y_30,z_30,visibility_30,x_31,y_31,z_31,visibility_31,x_32,y_32,z_32,visibility_32
0.0,0.8114708662033081,0.18864327669143677,-0.021897640079259872,0.997660756111145,0.8001804351806641,0.17015329003334045,0.005797524470835924,0.9939994812011719,0.7959834933280945,0.16905683279037476,0.005304046906530857,0.9949166774749756,0.7921687960624695,0.16793149709701538,0.005448846146464348,0.9959161877632141,0.7954064607620239,0.17164629697799683,-0.0921422615647316,0.9965323209762573,0.7881783843040466,0.17139500379562378,-0.09279082715511322,0.9976969361305237,0.780279278755188,0.17105832695960999,-0.09284373372793198,0.9977299571037292,0.7412824034690857,0.17099079489707947,0.157298281788826,0.9981707334518433,0.7269909381866455,0.17325624823570251,-0.2764696180820465,0.997606635093689,0.7882802486419678,0.2048281729221344,0.05018824338912964,0.997425377368927,0.7828837633132935,0.20572933554649353,-0.07933077961206436,0.9976697564125061,0.6601314544677734,0.25461912155151367,0.4097071588039398,0.9999314546585083,0.6389229893684387,0.26394516229629517,-0.47345227003097534,0.9998494386672974,0.7070685625076294,0.37165093421936035,0.19369617104530334,0.04271554946899414,0.7038969397544861,0.4002153277397156,-0.3673037588596344,0.9822172522544861,0.7947957515716553,0.31700509786605835,-0.4050977826118469,0.0885709822177887,0.7984688878059387,0.32324498891830444,0.10644402354955673,0.9698532819747925,0.831366240978241,0.3052525222301483,-0.4708654284477234,0.11719630658626556,0.840957522392273,0.30592066049575806,0.09971000254154205,0.9665158987045288,0.8078583478927612,0.28256767988204956,-0.4709513187408447,0.10615198314189911,0.811296820640564,0.2827555537223816,0.09815331548452377,0.9638619422912598,0.7846642136573792,0.28812259435653687,-0.42322105169296265,0.08895016461610794,0.7894556522369385,0.2893977165222168,0.11711083352565765,0.9239046573638916,0.6577414274215698,0.49851348996162415,0.28777098655700684,0.9999890327453613,0.5784220099449158,0.5106394290924072,-0.28819775581359863,0.9999884366989136,0.8626738786697388,0.6227564811706543,0.4219001829624176,0.7883521914482117,0.5236803293228149,0.68993079662323,-0.3490152359008789,0.9922084212303162,0.7890923023223877,0.7826489210128784,0.6136150360107422,0.9230579137802124,0.23850739002227783,0.7700541615486145,-0.19901087880134583,0.9929681420326233,0.7338088750839233,0.8137462139129639,0.6195738911628723,0.9346665740013123,0.16321894526481628,0.774207592010498,-0.18148201704025269,0.9668681621551514,0.9361065626144409,0.8217746615409851,0.5191239714622498,0.922332763671875,0.3048153519630432,0.8381361365318298,-0.3151036202907562,0.980293869972229
1.0,0.8073488473892212,0.18691371381282806,-0.093521848320961,0.9955877065658569,0.7973808646202087,0.16950413584709167,-0.06591770797967911,0.9905418157577515,0.7935987114906311,0.16840262711048126,-0.06654419004917145,0.990799069404602,0.7900258898735046,0.1671914905309677,-0.06630474328994751,0.9935235381126404,0.7932646870613098,0.17064228653907776,-0.16542744636535645,0.9945451617240906,0.7868916988372803,0.17028158903121948,-0.16614975035190582,0.9959943890571594,0.7793385982513428,0.16974693536758423,-0.16633352637290955,0.9966256022453308,0.7412101626396179,0.1692265421152115,0.1024298220872879,0.9962176084518433,0.7269707918167114,0.1709636151790619,-0.3427068591117859,0.9957262277603149,0.7858022451400757,0.20369136333465576,-0.01361791230738163,0.9944935441017151,0.7824947834014893,0.20455172657966614,-0.14732058346271515,0.9954308271408081,0.6611567735671997,0.2509545087814331,0.36343613266944885,0.9998607635498047,0.6379749178886414,0.260120689868927,-0.5204662084579468,0.9997849464416504,0.7078804969787598,0.365049809217453,0.17724765837192535,0.0388399213552475,0.7030375003814697,0.3922134339809418,-0.43107137084007263,0.9696152210235596,0.7951234579086304,0.3130767345428467,-0.4130619168281555,0.08062167465686798,0.798551082611084,0.3183760344982147,0.041278086602687836,0.9284711480140686,0.8319328427314758,0.30096232891082764,-0.48115164041519165,0.1077132448554039,0.8406545519828796,0.30195221304893494,0.03565308451652527,0.9214867949485779,0.8084654808044434,0.2786763310432434,-0.4942534863948822,0.09772073477506638,0.8120385408401489,0.2789447009563446,0.04587661847472191,0.9170017838478088,0.7866258025169373,0.28475117683410645,-0.4366215169429779,0.08193904906511307,0.7915096879005432,0.28598177433013916,0.05750807002186775,0.8644132018089294,0.6575416326522827,0.49974510073661804,0.2877146005630493,0.9999824166297913,0.5766185522079468,0.5108320713043213,-0.28814947605133057,0.9999820590019226,0.8611007928848267,0.6227570176124573,0.4189620912075043,0.7151272892951965,0.5238851308822632,0.684324324131012,-0.3176983594894409,0.9774175882339478,0.788524329662323,0.7833068370819092,0.6075509786605835,0.866274356842041,0.23813588917255402,0.7681149840354919,-0.18741223216056824,0.9792367219924927,0.732539176940918,0.8143948912620544,0.6151965856552124,0.8976548314094543,0.16211427748203278,0.7741450071334839,-0.1732417643070221,0.9219380617141724,0.9352037310600281,0.822064220905304,0.4844582676887512,0.880596399307251,0.3067629933357239,0.8383283615112305,-0.32401835918426514,0.9618645310401917
2.0,0.8027707934379578,0.17954052984714508,-0.13291214406490326,0.9950233101844788,0.7933504581451416,0.1609167754650116,-0.10627061128616333,0.9898515939712524,0.7898355722427368,0.15985742211341858,-0.10692194849252701,0.9898291826248169,0.7863070368766785,0.15872573852539062,-0.10665202140808105,0.9930167198181152,0.7890602350234985,0.1620306819677353,-0.2000446766614914,0.9941316843032837,0.7827276587486267,0.16175659000873566,-0.20077519118785858,0.9955981373786926,0.775996208190918,0.16108958423137665,-0.20097286999225616,0.9964320659637451,0.7399640083312988,0.16106060147285461,0.06401374936103821,0.9956845641136169,0.7262568473815918,0.1619202047586441,-0.3561834394931793,0.9953431487083435,0.7825138568878174,0.1978004425764084,-0.05174138396978378,0.9937453269958496,0.7809572815895081,0.19726981222629547,-0.17827212810516357,0.9949074387550354,0.6640551090240479,0.24323593080043793,0.3296882212162018,0.9997933506965637,0.6308983564376831,0.2526954114437103,-0.5155268311500549,0.9997425675392151,0.7011354565620422,0.35797104239463806,0.16570955514907837,0.03565086051821709,0.701530933380127,0.38406702876091003,-0.4197863042354584,0.9661719799041748,0.7944570779800415,0.30570515990257263,-0.41279810667037964,0.07439254224300385,0.7977648973464966,0.3090609908103943,0.04146859422326088,0.9158403277397156,0.831089198589325,0.2923763394355774,-0.48052987456321716,0.10147702693939209,0.8375265002250671,0.2908419668674469,0.034113019704818726,0.9048594832420349,0.8084815144538879,0.2691746652126312,-0.4974161684513092,0.09253575652837753,0.8117671012878418,0.26990851759910583,0.04632950574159622,0.8997027277946472,0.7870606184005737,0.27717384696006775,-0.4363226294517517,0.07762514054775238,0.7919852137565613,0.27812081575393677,0.05803108960390091,0.8367999792098999,0.6562673449516296,0.49849238991737366,0.2763751447200775,0.9999704360961914,0.5647150278091431,0.5072405338287354,-0.2768342196941376,0.999971330165863,0.8480716943740845,0.6224226951599121,0.4032871127128601,0.6551967263221741,0.5131875872612,0.6731768250465393,-0.25053495168685913,0.968722939491272,0.7883647680282593,0.7833268642425537,0.6082007884979248,0.8313654661178589,0.23775438964366913,0.7676991820335388,-0.05246252566576004,0.9713701605796814,0.7317070960998535,0.8146159648895264,0.6173861622810364,0.872247040271759,0.16215486824512482,0.7751082181930542,-0.0337735153734684,0.8878589272499084,0.935072124004364,0.822165310382843,0.4731519818305969,0.8597211241722107,0.3111509680747986,0.838427722454071,-0.21227356791496277,0.9519646167755127
3.0,0.7928271889686584,0.16673295199871063,-0.15711048245429993,0.9943675398826599,0.7848320603370667,0.14791372418403625,-0.13304969668388367,0.9890128374099731,0.7820380926132202,0.14681021869182587,-0.13373878598213196,0.9887766242027283,0.7792326211929321,0.14542187750339508,-0.13348443806171417,0.9924771189689636,0.7806895971298218,0.14841090142726898,-0.22273221611976624,0.9935504198074341,0.7753169536590576,0.14802823960781097,-0.22347216308116913,0.9950301051139832,0.7692689895629883,0.1472504436969757,-0.2236630916595459,0.9960929155349731,0.7337750792503357,0.14756183326244354,0.028568243607878685,0.9950838088989258,0.7211816310882568,0.1491667926311493,-0.37080687284469604,0.9946712255477905,0.777641773223877,0.18348577618598938,-0.07862921059131622,0.9929404258728027,0.7743624448776245,0.18288397789001465,-0.19936759769916534,0.9942026734352112,0.6670756936073303,0.23021160066127777,0.28474926948547363,0.9997368454933167,0.6191813945770264,0.24263779819011688,-0.517321765422821,0.9996693134307861,0.710435688495636,0.33808207511901855,0.10612650960683823,0.03273741155862808,0.692253828048706,0.3761804699897766,-0.4119923710823059,0.9598016142845154,0.7878289818763733,0.2938913106918335,-0.4860442280769348,0.06868923455476761,0.7906883955001831,0.30041050910949707,0.05112573504447937,0.8955003023147583,0.8274585008621216,0.2818865478038788,-0.5621224641799927,0.09585409611463547,0.8285493850708008,0.28347012400627136,0.04390403628349304,0.8812483549118042,0.8039907217025757,0.25654807686805725,-0.5864506363868713,0.08798374980688095,0.8059560060501099,0.2619761824607849,0.05199616029858589,0.8757829070091248,0.7835489511489868,0.26317355036735535,-0.5145591497421265,0.07380452007055283,0.7866483926773071,0.2703661322593689,0.0657016783952713,0.8026633262634277,0.6499873399734497,0.48889729380607605,0.25929340720176697,0.999955415725708,0.5479501485824585,0.49760758876800537,-0.2598181962966919,0.9999553561210632,0.824011504650116,0.6205053925514221,0.3498465418815613,0.5994123816490173,0.4788617193698883,0.6640432476997375,-0.1871870905160904,0.9530664682388306,0.786567211151123,0.7831330895423889,0.5460624694824219,0.7940575480461121,0.23466014862060547,0.7675263285636902,0.03669304400682449,0.9581301808357239,0.7297676801681519,0.8147907257080078,0.5534166097640991,0.8422842025756836,0.16209492087364197,0.7769795656204224,0.05642825365066528,0.8455742597579956,0.9325109720230103,0.8218026757240295,0.38548436760902405,0.8340311646461487,0.3110143840312958,0.8384243845939636,-0.12129299342632294,0.934751033782959
4.0,0.7899610996246338,0.16486918926239014,-0.17341327667236328,0.9942704439163208,0.7823150157928467,0.14590515196323395,-0.1480320245027542,0.9890965819358826,0.7799100279808044,0.14450280368328094,-0.14872679114341736,0.9887081384658813,0.7774672508239746,0.14299292862415314,-0.14845076203346252,0.9924788475036621,0.7771377563476562,0.14653649926185608,-0.23945069313049316,0.993617594242096,0.7715238928794861,0.14575985074043274,-0.24020859599113464,0.9950478672981262,0.7651528120040894,0.1446772962808609,-0.2404162883758545,0.9961742162704468,0.7321816682815552,0.1442350298166275,0.020151972770690918,0.9948828816413879,0.7174125909805298,0.1452256739139557,-0.3865867257118225,0.9946766495704651,0.7752174735069275,0.18162083625793457,-0.0921039879322052,0.9925520420074463,0.7714223265647888,0.18100793659687042,-0.2150295227766037,0.9939865469932556,0.6640363931655884,0.22788667678833008,0.28810209035873413,0.9996628761291504,0.6183202862739563,0.23867811262607574,-0.5301629304885864,0.9996391534805298,0.6784706115722656,0.33825457096099854,0.11672282218933105,0.02983013167977333,0.689437985420227,0.3709179162979126,-0.42349204421043396,0.9577361941337585,0.7746908664703369,0.29318326711654663,-0.3827977180480957,0.0627097338438034,0.7895437479019165,0.29930734634399414,0.033193908631801605,0.8905705809593201,0.8142167329788208,0.2836524248123169,-0.44673919677734375,0.08881665766239166,0.827752947807312,0.28245264291763306,0.025000175461173058,0.87380051612854,0.7928768396377563,0.2569623589515686,-0.482494056224823,0.08184392005205154,0.8057266473770142,0.25953811407089233,0.03417409211397171,0.868336021900177,0.7681680917739868,0.26466313004493713,-0.41420069336891174,0.06878699362277985,0.7867296934127808,0.26719599962234497,0.04806417226791382,0.7886198163032532,0.6410794258117676,0.48636847734451294,0.2565915584564209,0.9999420046806335,0.5447326898574829,0.49605318903923035,-0.2571191191673279,0.9999444484710693,0.817328929901123,0.6196471452713013,0.35084599256515503,0.5540452003479004,0.47089409828186035,0.6636677384376526,-0.1607038378715515,0.9430667161941528,0.7845195531845093,0.7831352949142456,0.5281808972358704,0.7739858627319336,0.2325294017791748,0.767453670501709,0.07749740779399872,0.9508590698242188,0.7278610467910767,0.8154911398887634,0.5332547426223755,0.8268495798110962,0.16213779151439667,0.7777599692344666,0.09915216267108917,0.818422794342041,0.9298579096794128,0.8210165500640869,0.3623950779438019,0.8234366774559021,0.31090298295021057,0.8381842374801636,-0.07806292176246643,0.9257779717445374
5.0,0.7858996391296387,0.1609979122877121,-0.22761878371238708,0.994430422782898,0.7776228785514832,0.14325746893882751,-0.1990678459405899,0.9895468950271606,0.7756842374801636,0.14182709157466888,-0.19977512955665588,0.9891197085380554,0.7738105058670044,0.14034800231456757,-0.19946441054344177,0.9927496910095215,0.7717300653457642,0.14392675459384918,-0.2911832332611084,0.9938828945159912,0.7658402323722839,0.14320270717144012,-0.29196131229400635,0.9952415227890015,0.758857250213623,0.1421903818845749,-0.29217320680618286,0.9963478446006775,0.7303507328033447,0.14208213984966278,-0.012877834029495716,0.9949586987495422,0.7106813192367554,0.14291179180145264,-0.4229418635368347,0.994870662689209,0.7709700465202332,0.17851540446281433,-0.1393233835697174,0.9925249218940735,0.76662278175354,0.1776086986064911,-0.2633287310600281,0.9940136671066284,0.66080242395401,0.22523829340934753,0.26475903391838074,0.9995862245559692,0.6140554547309875,0.23552824556827545,-0.554244339466095,0.9996019601821899,0.6639419794082642,0.3341646194458008,0.12576894462108612,0.02734294906258583,0.6834443807601929,0.3660753071308136,-0.4468938410282135,0.9562397003173828,0.7612298727035522,0.28913477063179016,-0.3871183395385742,0.0576028898358345,0.7827301621437073,0.2940429747104645,0.0040102372877299786,0.8853104710578918,0.7976157665252686,0.2839784622192383,-0.4513021409511566,0.08336619287729263,0.8223222494125366,0.2809754014015198,-0.006820650305598974,0.8669919371604919,0.7765604257583618,0.25488004088401794,-0.4949100613594055,0.07729905098676682,0.8007739782333374,0.25618159770965576,0.0012876231921836734,0.8616296052932739,0.7550112009048462,0.26155993342399597,-0.41945403814315796,0.06514385342597961,0.7827699780464172,0.2622394859790802,0.01829390600323677,0.776827871799469,0.636832594871521,0.48444217443466187,0.2553289532661438,0.9999238848686218,0.5407521724700928,0.49438267946243286,-0.25584876537323,0.9999296069145203,0.8048948049545288,0.6194896101951599,0.35519522428512573,0.5210062265396118,0.45580458641052246,0.6590703129768372,-0.1579049527645111,0.9388299584388733,0.7827638387680054,0.7825130224227905,0.5440021753311157,0.7650424838066101,0.22848042845726013,0.7675053477287292,0.0929601714015007,0.9482349753379822,0.7277328372001648,0.8155193328857422,0.5501464605331421,0.8177688121795654,0.16198945045471191,0.7804290652275085,0.1152530312538147,0.801446259021759,0.9279060363769531,0.8205351233482361,0.3819981515407562,0.8208719491958618,0.3108981251716614,0.8381037712097168,-0.06915652751922607,0.9221243858337402
6.0,0.779034435749054,0.15989772975444794,-0.2685984969139099,0.9946792125701904,0.7721225023269653,0.14243458211421967,-0.23247940838336945,0.990146279335022,0.7705959677696228,0.14069460332393646,-0.2332155704498291,0.9897140264511108,0.769213080406189,0.1388474404811859,-0.2328609675168991,0.9931243658065796,0.7655984163284302,0.1434241235256195,-0.3223321735858917,0.9942172169685364,0.7596098184585571,0.1427631676197052,-0.323117196559906,0.9954932332038879,0.7520930767059326,0.14161401987075806,-0.3233412504196167,0.9965482950210571,0.7258911728858948,0.14140871167182922,-0.0109556894749403,0.9951562881469727,0.70270836353302,0.1414117068052292,-0.4138692021369934,0.9951227903366089,0.7608428597450256,0.1782829761505127,-0.16695034503936768,0.9927385449409485,0.7572473287582397,0.17612607777118683,-0.2886257767677307,0.99418705701828,0.6598528623580933,0.22211232781410217,0.2781129479408264,0.9995540380477905,0.5991308689117432,0.23135687410831451,-0.5380837917327881,0.999575674533844,0.6625316143035889,0.335470587015152,0.1335594654083252,0.025425419211387634,0.6733582019805908,0.36431777477264404,-0.4050685465335846,0.9538716673851013,0.7401740550994873,0.2919793128967285,-0.4203503131866455,0.054221320897340775,0.768724262714386,0.29224690794944763,0.02263329178094864,0.8836646676063538,0.7641273736953735,0.2930739223957062,-0.4903106093406677,0.08106941729784012,0.8056551814079285,0.2809673845767975,0.0062602972611784935,0.8641548156738281,0.7482005953788757,0.2616879940032959,-0.525117814540863,0.07583200931549072,0.7857951521873474,0.2553550601005554,0.02897690236568451,0.8585691452026367,0.7325479984283447,0.2625236511230469,-0.45096755027770996,0.06396385282278061,0.768284261226654,0.2607344686985016,0.042375996708869934,0.770068347454071,0.6289152503013611,0.4814465343952179,0.25077712535858154,0.9999093413352966,0.5252541899681091,0.49199235439300537,-0.2512897253036499,0.9999167919158936,0.7913719415664673,0.6196639537811279,0.3632337749004364,0.49808093905448914,0.4389243721961975,0.6535943150520325,-0.1278788298368454,0.9364781975746155,0.7809321880340576,0.7819063663482666,0.6039541363716125,0.7595832347869873,0.2198331654071808,0.7686491012573242,0.15882864594459534,0.9459486603736877,0.727439820766449,0.8155661821365356,0.6165097951889038,0.8075768351554871,0.15797333419322968,0.7848095297813416,0.18339674174785614,0.7803812026977539,0.9270156621932983,0.8204783201217651,0.38521766662597656,0.8202832341194153,0.3105100989341736,0.8381139636039734,-0.02577896974980831,0.9184794425964355
7.0,0.7733849287033081,0.1587953269481659,-0.24388065934181213,0.9946988224983215,0.765461266040802,0.141688272356987,-0.20964641869068146,0.9903133511543274,0.7635707259178162,0.14033423364162445,-0.21036282181739807,0.9898026585578918,0.7619848251342773,0.1387210637331009,-0.21003885567188263,0.9931764006614685,0.7595576047897339,0.14253966510295868,-0.2978365421295166,0.9943081140518188,0.7539550065994263,0.1418953239917755,-0.29861655831336975,0.9955407381057739,0.7464240789413452,0.14080533385276794,-0.29884466528892517,0.9966200590133667,0.7193573713302612,0.14127129316329956,0.0026513973716646433,0.995025634765625,0.6964516043663025,0.14063729345798492,-0.3953422009944916,0.9951416254043579,0.7561042904853821,0.17675334215164185,-0.14674517512321472,0.9926367998123169,0.7522521615028381,0.17477728426456451,-0.2662631869316101,0.9941455721855164,0.6554349660873413,0.22004196047782898,0.2778630554676056,0.9995157122612,0.5869730710983276,0.22776570916175842,-0.5037611126899719,0.9995579123497009,0.6625019907951355,0.33399102091789246,0.11937234550714493,0.02407926879823208,0.6642267107963562,0.3634641766548157,-0.3926238715648651,0.9534699320793152,0.7387340068817139,0.29201602935791016,-0.45874863862991333,0.05192345753312111,0.7628680467605591,0.29122665524482727,0.027753401547670364,0.8830695748329163,0.7664815187454224,0.2893485426902771,-0.5329233407974243,0.08013930171728134,0.7990838289260864,0.2801978588104248,0.01411573775112629,0.8615372776985168,0.7475305795669556,0.25794529914855957,-0.5585819482803345,0.07559654116630554,0.7803207635879517,0.2549457848072052,0.030185971409082413,0.8557626008987427,0.7301152944564819,0.2615746557712555,-0.4863428473472595,0.06378481537103653,0.7629543542861938,0.2604334354400635,0.04480236396193504,0.7642979025840759,0.6219499111175537,0.48118358850479126,0.24335356056690216,0.9998977780342102,0.5154436826705933,0.4918699264526367,-0.24386946856975555,0.9999078512191772,0.783463180065155,0.6198994517326355,0.3674883246421814,0.4732883870601654,0.4313228130340576,0.6536579132080078,-0.1331097036600113,0.9329907298088074,0.7794255018234253,0.7813836932182312,0.6299242973327637,0.7512878775596619,0.21657565236091614,0.768884539604187,0.14688031375408173,0.9430553913116455,0.7274661064147949,0.8155449628829956,0.643547534942627,0.7961673140525818,0.1571148782968521,0.7861200571060181,0.17058594524860382,0.7592363953590393,0.9268823862075806,0.8206392526626587,0.42455625534057617,0.8170653581619263,0.31039518117904663,0.83819580078125,-0.04070629924535751,0.9142634272575378
8.0,0.7683491110801697,0.15907470881938934,-0.2574920356273651,0.994737446308136,0.7610231041908264,0.14145995676517487,-0.22180621325969696,0.9904562830924988,0.7589746713638306,0.1401643604040146,-0.22254125773906708,0.989876389503479,0.7573182582855225,0.13864505290985107,-0.22221927344799042,0.9932211637496948,0.7553967237472534,0.14217355847358704,-0.3099934458732605,0.9943820238113403,0.7500012516975403,0.1414162963628769,-0.3107697069644928,0.9955736398696899,0.74239182472229,0.1402675211429596,-0.31100159883499146,0.9966739416122437,0.7152989506721497,0.14049309492111206,-0.001783016137778759,0.9948784708976746,0.6925992965698242,0.13932351768016815,-0.3973887264728546,0.9951215386390686,0.7512542009353638,0.17618264257907867,-0.15742483735084534,0.9925443530082703,0.7470461130142212,0.17439903318881989,-0.27716243267059326,0.9941069483757019,0.6500345468521118,0.21889077126979828,0.2734772264957428,0.9994937181472778,0.5758671760559082,0.22383873164653778,-0.5004314184188843,0.9995439052581787,0.6614408493041992,0.3330325186252594,0.09519457817077637,0.023067448288202286,0.6569481492042542,0.3625582158565521,-0.39298340678215027,0.9523425698280334,0.7428507804870605,0.2897869646549225,-0.5198189616203308,0.050527069717645645,0.7621319890022278,0.28978681564331055,0.021865200251340866,0.8812806606292725,0.7758086323738098,0.2850553095340729,-0.5988532304763794,0.0804162248969078,0.7999220490455627,0.2797865569591522,0.00683193514123559,0.857470691204071,0.7540798783302307,0.2556256353855133,-0.621298611164093,0.07645349204540253,0.7800891995429993,0.25486207008361816,0.021279025822877884,0.8514426946640015,0.7343724966049194,0.26002269983291626,-0.5467780232429504,0.06438752263784409,0.7621127367019653,0.25964921712875366,0.03798852115869522,0.7565099596977234,0.6169706583023071,0.4808068573474884,0.24342651665210724,0.9998878240585327,0.5076555609703064,0.4910149872303009,-0.24394357204437256,0.999899685382843,0.7768570184707642,0.6199588775634766,0.38539913296699524,0.4468801021575928,0.42795151472091675,0.6532021164894104,-0.13523659110069275,0.9274781346321106,0.7773038744926453,0.7806833982467651,0.6694455742835999,0.7364984154701233,0.21400043368339539,0.7690972089767456,0.1357603520154953,0.9380106925964355,0.7273523211479187,0.8153135776519775,0.6837140321731567,0.7793028950691223,0.15494392812252045,0.7877423167228699,0.1577528864145279,0.7337996363639832,0.9264230728149414,0.8204522728919983,0.48151129484176636,0.8083115220069885,0.30868232250213623,0.8380279541015625,-0.061287038028240204,0.9070298075675964
9.0,0.765268087387085,0.15974855422973633,-0.2785974144935608,0.9947016835212708,0.7582506537437439,0.14109912514686584,-0.23996031284332275,0.9904727339744568,0.7562873959541321,0.13986265659332275,-0.24070027470588684,0.9898038506507874,0.7546300292015076,0.1384515017271042,-0.2403719425201416,0.9931553602218628,0.7525599002838135,0.14145155251026154,-0.33006924390792847,0.9943835139274597,0.7469983100891113,0.14047932624816895,-0.33083778619766235,0.9955450892448425,0.7391377687454224,0.13914616405963898,-0.33108413219451904,0.9966843128204346,0.7118233442306519,0.13954034447669983,-0.008385141380131245,0.9945976138114929,0.6892079710960388,0.13784214854240417,-0.4110487997531891,0.9950381517410278,0.7478952407836914,0.17729587852954865,-0.1743176430463791,0.9922247529029846,0.7433484792709351,0.17555175721645355,-0.29662758111953735,0.9939254522323608,0.6437028646469116,0.21876750886440277,0.2739896774291992,0.9994457960128784,0.5706313848495483,0.22344495356082916,-0.5074678659439087,0.9995108842849731,0.6572710275650024,0.33219027519226074,0.08203776180744171,0.021872282028198242,0.6511942148208618,0.3611208200454712,-0.40956297516822815,0.9502205848693848,0.7423593401908875,0.28902119398117065,-0.556989312171936,0.048678651452064514,0.7606284618377686,0.2886689603328705,0.010326995514333248,0.8770279288291931,0.7782605886459351,0.28231731057167053,-0.6380228400230408,0.07954312860965729,0.7983343005180359,0.27827614545822144,-0.005614685360342264,0.8496772050857544,0.7549313902854919,0.25459322333335876,-0.6608676910400391,0.07611371576786041,0.777999222278595,0.25428682565689087,0.010313959792256355,0.8432642817497253,0.7343755960464478,0.25967052578926086,-0.5849838256835938,0.06398383527994156,0.760023832321167,0.25922223925590515,0.027209535241127014,0.7437956929206848,0.61351478099823,0.4806554615497589,0.24587023258209229,0.9998692274093628,0.5056975483894348,0.4905715584754944,-0.2463824301958084,0.9998842477798462,0.7733064293861389,0.6198959946632385,0.41107290983200073,0.4175751507282257,0.4223593771457672,0.6542154550552368,-0.12108467519283295,0.915757417678833,0.7752710580825806,0.7802667021751404,0.7058654427528381,0.712684154510498,0.2140355408191681,0.7693879008293152,0.17923422157764435,0.9269561767578125,0.7272890210151672,0.8149644136428833,0.7210561633110046,0.7554460763931274,0.15482710301876068,0.7883536219596863,0.20370665192604065,0.7002650499343872,0.9248787760734558,0.8198136687278748,0.5234934091567993,0.7907920479774475,0.3078159689903259,0.8378906846046448,-0.019882697612047195,0.8914564251899719
